Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
xxcometopapa365,https://www.nitrotype.com/racer/xxcometopapa365,Back 2 the old days,"Peace, Love, Nitros",77,280,123.31063240171049,17111,2557772.3248119224,92.46907245037664,LXW
2021,https://www.nitrotype.com/racer/2021,Nocturnal,"Peace, Love, Nitros",260,200,107.13769160765905,16462,2337112.6622742037,92.44723594479773,ERC
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,InternetTyper YT,Nitro Rich,379,220,108.71892861468541,13677,2038815.7087198906,96.57258609993605,P1RE
adventx11,https://www.nitrotype.com/racer/adventx11,GIVENTGOLDIGIVE20MIL,Nitro Rich,241,320,122.83243074461132,11595,1846941.8938595494,98.68140381225773,ZTAGZ
mendyspira1,https://www.nitrotype.com/racer/mendyspira1,yo we up,Winter Besties,134,0,78.17244668846051,12777,1643395.5440269166,92.47601261349669,SPRME
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,GodlyProPaco YT,Keyboard Cat,68,0,162.2340088732376,8847,1600545.1613039705,99.88785310553227,PCMSG
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,77,200,89.79666628446942,11216,1586444.9103297917,97.61658393310576,P1RE
barfbr01,https://www.nitrotype.com/racer/barfbr01,Lucky Doves,Practice Makes Perfect,156,160,87.03620467124117,10264,1363641.4721770494,92.57140903849267,NCT
apicomplexa,https://www.nitrotype.com/racer/apicomplexa,Apicomplexa,Unda da Sea,331,120,159.20757152509555,7643,1323075.0435397055,96.38404117973683,SPRME
greenbaline,https://www.nitrotype.com/racer/greenbaline,1mil I Join YourTeam,League Champion,378,0,131.6551479623307,7984,1317785.7691133674,99.53310166227672,CZBZ
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 390k,Operation: Typing,166,20,95.12374747667576,9430,1317131.9699827747,94.6549732892133,P1RE
weslanea,https://www.nitrotype.com/racer/weslanea,Fyeeee,Keyboard Smasher,105,260,93.60162405633444,9373,1311561.7186025926,95.31947841542306,SPRME
nbvzdxchhc,https://www.nitrotype.com/racer/nbvzdxchhc,starz,Continue?,362,180,113.21940609880598,8779,1278269.770021362,92.97341926985322,SNTL
night_mare45677,https://www.nitrotype.com/racer/night_mare45677,50k Nightmare_,League Champion,371,0,170.15563264145578,6818,1258385.9285471297,99.72464285986423,KEYNT
cr4zy_croc_kid,https://www.nitrotype.com/racer/cr4zy_croc_kid,1mil I Join YourTeam,Tilted Typist,185,0,128.96362547249706,7585,1247575.366651,99.99846240483727,CZBZ
gimmickfps,https://www.nitrotype.com/racer/gimmickfps,Governor,2icy4u,198,0,94.43765822641491,8524,1226194.887592947,97.71307952774573,FASZ
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.64721922878695,8250,1192116.9290737691,91.2681450718862,SSH
aksi13,https://www.nitrotype.com/racer/aksi13,Lavalogy,Nitro Rich,58,0,54.36822726630484,9597,1182758.2389717645,96.90085733652408,LLJ4R
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,35,0,56.7758665786491,9290,1177316.5404807688,98.70822075639418,N8TE
fzelmore4,https://www.nitrotype.com/racer/fzelmore4,losingmymind,Not a Bot,218,320,72.69460349456526,8812,1167690.6475501552,97.18668426034824,P1RE
quwenley,https://www.nitrotype.com/racer/quwenley,YT quwenley,2icy4u,58,0,78.42391338524908,7363,1001587.6574600536,97.71418765696616,N8TE
gyguimbuiltdifferent,https://www.nitrotype.com/racer/gyguimbuiltdifferent,U Can Do It Lil Man,Nitro Rich,379,80,94.86510771454043,6828,975267.8675833929,96.88064346357004,NTPD1
070716f8e5153f91fa44db65db76c844,https://www.nitrotype.com/racer/070716f8e5153f91fa44db65db76c844,Abadger,Nitro Rich,312,0,169.20457664641336,5509,971895.6579700105,95.56740407128738,SPRME
d22665ef573af1a89eba6d2776707848,https://www.nitrotype.com/racer/d22665ef573af1a89eba6d2776707848,Not Megan,"Peace, Love, Nitros",33,320,52.942001367411955,7975,947600.8558468353,93.95151717649541,NTPD1
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,Unda da Sea,107,300,102.58402711393065,6506,912528.6543792757,92.7078370471074,TVX
kingfortnit3,https://www.nitrotype.com/racer/kingfortnit3,DINO-MITE,League Champion,379,100,87.53364603675786,6380,910791.8898002832,99.29783972497403,MEYBO
kamryn234t54345,https://www.nitrotype.com/racer/kamryn234t54345,༺Survivor༻,Pit Crew,230,280,93.54081360414806,6791,902590.2510258936,90.55624586126592,FASZ
34vela,https://www.nitrotype.com/racer/34vela,Fyeeee,Crazy About Typing,77,0,118.3922901728088,5942,901852.6933526695,95.33896041089265,SPRME
alanchang321,https://www.nitrotype.com/racer/alanchang321,alanchang321,Big Spender,77,0,87.31713467588936,6371,846723.5968204285,92.5129494031979,LXW
dodgers_all_day,https://www.nitrotype.com/racer/dodgers_all_day,10k Nightmare_,Tilted Typist,68,0,173.55494122206434,4529,845882.4230834448,99.9961294802011,4CU
nateb3a,https://www.nitrotype.com/racer/nateb3a,pinkflxwers,WPM Wonderkid,228,220,99.02003864643858,5853,828302.0122624546,94.65420118496623,TWO
monster_77,https://www.nitrotype.com/racer/monster_77,3NightsAtTheMotel,"Peace, Love, Nitros",290,260,97.41316940536707,5723,787087.7074730506,92.48454928573567,TVX
nileshgawli,https://www.nitrotype.com/racer/nileshgawli,nileshgawli,♪ So Delightful ♪,370,60,89.15203099153105,5488,770844.3067627188,97.15302220204978,NTPD1
givemegoldasap,https://www.nitrotype.com/racer/givemegoldasap,El1te Stxr,NITRO.EXE,68,0,118.2603452763078,5167,762283.1434086338,92.7097309466713,NCT
a4ebe577d455c102ed6ef8620230c4d9,https://www.nitrotype.com/racer/a4ebe577d455c102ed6ef8620230c4d9,-Silis- 35K,League Champion,303,0,115.20398994404347,4857,757898.4507692853,99.01048895226204,N8TE
lorelaigilmoree,https://www.nitrotype.com/racer/lorelaigilmoree,No One,Keyboard Cat,371,340,83.15254570920241,5173,716423.3647597786,97.8220562961409,NTPD1
glombara,https://www.nitrotype.com/racer/glombara,kardinal,Legendary Lapper,105,180,87.61351177621933,5280,708325.7659848174,93.28672103449232,PSR
racer2395,https://www.nitrotype.com/racer/racer2395,Mamba Typer,Keyboard Cat,260,0,134.9839141356474,4225,697773.5262566358,98.6038375991821,PR2W
night_mare456777,https://www.nitrotype.com/racer/night_mare456777,Prime Nightmare_,Tilted Typist,51,0,170.99302885630993,3703,686798.8895757728,99.98621280607941,4CU
cocomelon_cool,https://www.nitrotype.com/racer/cocomelon_cool,Dmitry 20k,Filthy Rich,262,160,145.65864842733973,4034,667492.6862871301,95.73994768287186,B0MBA
big_mike,https://www.nitrotype.com/racer/big_mike,๖ۣۜǤнσsτ༻_,Unstoppable,110,40,83.66294331192405,5029,660458.7235089802,92.59583151144149,NCT
donp1,https://www.nitrotype.com/racer/donp1,L2trappy1,Nitro Rich,268,0,99.10530787005573,4569,653911.7906558887,95.69822569811255,N8TE
aquaberserker,https://www.nitrotype.com/racer/aquaberserker,Ouranos,Yo,250,0,126.64088645641739,4220,653211.4866521866,94.77653180075325,S0RC
c01882935ad425c080b8856df28ca1a8,https://www.nitrotype.com/racer/c01882935ad425c080b8856df28ca1a8,GlowingSilverTermite,Insert Title Here,371,300,62.45873151224676,5229,652208.8800737718,95.04669848161083,BEEHVE
emacisgoofy,https://www.nitrotype.com/racer/emacisgoofy,Emacisgoofy,Millionaire,51,0,129.75050718007876,3859,636253.0184172611,99.99990802618677,DIV1
smalltownfame,https://www.nitrotype.com/racer/smalltownfame,summrs,"Peace, Love, Nitros",87,280,106.85878090684992,4282,633614.5775345892,96.44282824724041,TVX
