Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,InternetTyper YT,Nitro Rich,282,0,108.46896917084564,19685,2932618.198792795,96.59143534192431,P1RE
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,77,0,89.52478961683795,17407,2456013.1387015986,97.46551848062627,P1RE
lenatheplugz,https://www.nitrotype.com/racer/lenatheplugz,Go Gators,Raw Racing Recruit,110,160,102.50617037379642,14333,2050567.929589775,94.58729767586237,SPRME
barfbr01,https://www.nitrotype.com/racer/barfbr01,Lucky Doves,Practice Makes Perfect,65,220,87.1194440468807,14133,1887665.651886585,93.0375157986044,NCT
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 85k,Keyboard Smasher,105,260,94.7840935994989,13223,1858545.715847542,95.36064950527506,SPRME
ilikedufibxx,https://www.nitrotype.com/racer/ilikedufibxx,CheerfulTanZebra,Big Spender,68,320,116.28370357354524,12279,1851242.5863379443,95.3352507142541,TVX
adventx11,https://www.nitrotype.com/racer/adventx11,GIVENTGOLDIGIVE20MIL,Nitro Rich,241,320,122.83243074461132,11595,1846941.8938595494,98.68140381225773,ZTAGZ
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,Spring-a-round,107,280,101.95360625607286,12876,1804991.6439673044,92.85044779646385,TVX
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 390k,Operation: Typing,166,20,95.6542999323174,12837,1796235.7994144885,94.65544521124389,P1RE
aksi13,https://www.nitrotype.com/racer/aksi13,Lavalogy,League Champion,371,200,54.36130654702369,13967,1721330.7119636417,96.90364939651947,LLJ4R
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,105,0,57.60444784517495,13318,1693675.9961132654,98.734279250095,N8TE
nxtfiregaming,https://www.nitrotype.com/racer/nxtfiregaming,Daisyyy QT,Encore,105,320,93.74695313984063,11427,1617721.7105742982,96.38916356606146,SPRME
