Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
2021,https://www.nitrotype.com/racer/2021,Nocturnal,"Peace, Love, Nitros",260,200,107.15540357852882,14239,2021545.7252811436,92.44340098162554,ERC
xxcometopapa365,https://www.nitrotype.com/racer/xxcometopapa365,Back 2 the old days,"Peace, Love, Nitros",293,0,120.87464588821459,12757,1892714.819228227,92.47646503337037,LXW
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,InternetTyper YT,Potaytoes,379,180,108.69599817271184,11918,1775291.995551361,96.50846543366526,P1RE
adventx11,https://www.nitrotype.com/racer/adventx11,BENJII - NT GOLD PLS,Potaytoes,188,0,121.7470011155965,9851,1563100.4616164812,98.63295855383353,ZTAGZ
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,77,200,89.27847121757561,10750,1517423.7900797578,97.59157037068302,P1RE
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,GodlyProPaco YT,Keyboard Cat,52,0,159.91233517935873,7443,1337610.2271519953,99.86534943285767,PCMSG
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 80k,Keyboard Smasher,105,260,94.65003935191469,8744,1227479.3398975364,95.28565734881307,SPRME
gimmickfps,https://www.nitrotype.com/racer/gimmickfps,Governor,2icy4u,198,0,94.60811379085662,8351,1202024.565493963,97.71475596632271,FASZ
barfbr01,https://www.nitrotype.com/racer/barfbr01,Lucky Doves,Practice Makes Perfect,156,160,86.53896991510014,8952,1187596.7444430662,92.5966394153408,NCT
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 386k,Operation: Typing,166,20,94.57881757824849,8480,1181902.482966533,94.62682615706755,P1RE
mendyspira1,https://www.nitrotype.com/racer/mendyspira1,Zalorn,Hygge,169,0,79.49244920918535,8434,1089434.677340312,92.43309914732673,SPRME
fzelmore4,https://www.nitrotype.com/racer/fzelmore4,losingmymind,Not a Bot,253,340,72.44695481796407,8166,1081132.864535334,97.18913823945937,P1RE
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,35,0,56.60420361706585,8267,1046949.324780349,98.70609087661332,N8TE
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.4340142558643,7200,1039232.9222102275,91.22780697388737,SSH
greenbaline,https://www.nitrotype.com/racer/greenbaline,100k I Join YourTeam,League Champion,316,20,126.46084684124924,6358,1031491.9939007965,99.39035245916801,CZBZ
apicomplexa,https://www.nitrotype.com/racer/apicomplexa,Apicomplexa,Unda da Sea,331,200,159.34740693646117,5932,1027303.9225670436,96.38585060708095,SPRME
cr4zy_croc_kid,https://www.nitrotype.com/racer/cr4zy_croc_kid,500k I Join YourTeam,Tilted Typist,185,0,123.13288198261218,6263,1011870.9108251678,99.99805224962125,CZBZ
aksi13,https://www.nitrotype.com/racer/aksi13,Lavalogy,Not a Bot,239,200,54.35008446849005,7457,918955.6031061496,96.90105300929778,LLJ4R
kamryn234t54345,https://www.nitrotype.com/racer/kamryn234t54345,༺Survivor༻,Pit Crew,230,280,93.54081360414806,6791,902590.2510258936,90.55624586126592,FASZ
gyguimbuiltdifferent,https://www.nitrotype.com/racer/gyguimbuiltdifferent,U Can Do It Lil Man,wow. such gifting,153,240,94.84080288056386,6229,889155.2662701136,96.82816123661807,NTPD1
quwenley,https://www.nitrotype.com/racer/quwenley,YT quwenley,2icy4u,51,0,78.2636056734402,6515,885664.2979988842,97.7075909308062,N8TE
kingfortnit3,https://www.nitrotype.com/racer/kingfortnit3,DINO-MITE,League Champion,379,100,88.77102331589651,6060,869298.0340497216,99.35104902359114,MEYBO
night_mare45677,https://www.nitrotype.com/racer/night_mare45677,50k Nightmare_,League Champion,371,0,171.0066334549911,4374,810721.5706042885,99.91743359947756,KEYNT
070716f8e5153f91fa44db65db76c844,https://www.nitrotype.com/racer/070716f8e5153f91fa44db65db76c844,Abadger,May The 4th Be With You,312,0,169.22689856051332,4501,794082.5596155903,95.56377743453429,SPRME
d22665ef573af1a89eba6d2776707848,https://www.nitrotype.com/racer/d22665ef573af1a89eba6d2776707848,Not Megan,"Peace, Love, Nitros",33,320,52.700670443072795,6415,760687.7347066491,93.84980067396428,NTPD1
34vela,https://www.nitrotype.com/racer/34vela,34 vela,Crazy About Typing,77,0,118.29827383581855,4803,729569.0730541922,95.44419981805208,SPRME
a4ebe577d455c102ed6ef8620230c4d9,https://www.nitrotype.com/racer/a4ebe577d455c102ed6ef8620230c4d9,-Silis- 35K,League Champion,11,0,115.1677393159809,4560,711415.0942060486,99.00257075887794,N8TE
cocomelon_cool,https://www.nitrotype.com/racer/cocomelon_cool,Dmitry 20k,Filthy Rich,262,160,145.65864842733973,4034,667492.6862871301,95.73994768287186,B0MBA
nileshgawli,https://www.nitrotype.com/racer/nileshgawli,nileshgawli,♪ So Delightful ♪,370,60,88.79576356566557,4654,653659.1877116285,97.2666970479518,NTPD1
nateb3a,https://www.nitrotype.com/racer/nateb3a,pinkflxwers,WPM Wonderkid,228,220,99.05584057663769,4615,653121.700881143,94.64553177937808,TWO
dnivs13,https://www.nitrotype.com/racer/dnivs13,DNivs13,Insert Title Here,371,280,55.67874362859898,5041,610594.3381270643,94.74830459484052,SSH
glombara,https://www.nitrotype.com/racer/glombara,kardinal,Legendary Lapper,106,120,85.83247777638663,4567,609322.0789692344,93.35429965108003,PSR
c01882935ad425c080b8856df28ca1a8,https://www.nitrotype.com/racer/c01882935ad425c080b8856df28ca1a8,GlowingSilverTermite,Insert Title Here,371,300,62.43477849523405,4879,606989.405177416,94.81103770153958,BEEHVE
lorelaigilmoree,https://www.nitrotype.com/racer/lorelaigilmoree,No One,Keyboard Cat,152,0,82.50478171963317,4382,605526.988121912,97.82848400390145,NTPD1
mrimtoslow,https://www.nitrotype.com/racer/mrimtoslow,20K Races Soon,Sweaty Typer,185,0,78.91527425745011,4759,600277.9081954603,90.44703886643715,BEEHVE
iwilljointeamfor5m,https://www.nitrotype.com/racer/iwilljointeamfor5m,Pov u r slow,Boo!,111,0,110.91179600249245,4010,598530.2328558071,96.01398956798081,SPRME
honey_theunicorn,https://www.nitrotype.com/racer/honey_theunicorn,ViSibLE road to 20k,League Champion,371,0,87.51354270889597,4425,598150.5008741599,94.0305302917169,PR2W
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,Unda da Sea,105,200,102.06472228992337,4179,585980.311654636,92.8411777940983,TVX
dodgers_all_day,https://www.nitrotype.com/racer/dodgers_all_day,10k Nightmare_,Tilted Typist,68,0,173.73293235334492,3129,584672.4147475273,99.99439753215601,4CU
kj0jmvfkul,https://www.nitrotype.com/racer/kj0jmvfkul,x                                                 ,2icy4u,121,0,111.18760750266198,3747,583008.0500115119,99.99966850572325,MEYBO
alanchang321,https://www.nitrotype.com/racer/alanchang321,alanchang321,Big Spender,77,0,87.7719794145696,4372,581980.421281897,92.51448016472914,LXW
miki80,https://www.nitrotype.com/racer/miki80,miki80,Keyboard Cat,371,300,85.92830296739092,4285,580540.2068997943,94.76638760898933,ZER0SE
emacisgoofy,https://www.nitrotype.com/racer/emacisgoofy,Emacisgoofy,Millionaire,51,0,129.76822243187746,3458,570168.6713689778,99.99989736104996,DIV1
big_mike,https://www.nitrotype.com/racer/big_mike,๖ۣۜǤнσsτ༻_,Unstoppable,110,40,84.04037324807614,4201,551760.275787366,92.4799677254112,NCT
stonksfish,https://www.nitrotype.com/racer/stonksfish,Indigo,3-2-1 GO!,258,280,98.793286925498,3820,540325.2085023694,94.67842541962783,CAM0
charmtooth,https://www.nitrotype.com/racer/charmtooth,rtx 5070 ti,Holiday Hacker,37,260,82.62675978680389,4057,530537.1362743534,92.53957428862371,LXW
me_legend_123,https://www.nitrotype.com/racer/me_legend_123,M O O S E,Keyboard Cat,380,160,53.71386333199993,4656,526090.6875933704,89.07040764982096,RFTP
aquaberserker,https://www.nitrotype.com/racer/aquaberserker,Ouranos,Yo,270,220,126.18529795563289,3389,524412.0819581172,94.87826478932993,S0RC
donp1,https://www.nitrotype.com/racer/donp1,L2trappy1,Tilted Typist,241,0,98.59193694275747,3606,515163.13388345315,95.69097369210868,N8TE
monster_77,https://www.nitrotype.com/racer/monster_77,3NightsAtTheMotel,"Peace, Love, Nitros",162,0,93.75792344207656,3718,505365.0855184046,92.54144039215028,TVX
futureneuromillion,https://www.nitrotype.com/racer/futureneuromillion,Future Neuromillion,League Champion,331,0,92.64682887232179,3658,500591.529310537,93.5246235021014,SPRME
mycowz,https://www.nitrotype.com/racer/mycowz,12_ 1  2 _122 1 2 22,Shattered,185,0,87.48943220588394,3538,496561.40410106303,97.63898191560617,CAM0
allex_crucifix,https://www.nitrotype.com/racer/allex_crucifix,-_-0Alex0-_-,League Champion,371,120,112.29123498670579,3285,491526.4233297025,95.82563284821808,SSH
racer2395,https://www.nitrotype.com/racer/racer2395,Mamba Typer,Keyboard Cat,260,0,135.57847641755856,2873,473736.3577649518,98.2736278002715,PR2W
maiisoh,https://www.nitrotype.com/racer/maiisoh,Lyrica,I Hate Words,316,260,90.0917171763997,3298,473258.7177749562,98.93333251004921,NTPD1
mrfancypants12,https://www.nitrotype.com/racer/mrfancypants12,2 FAST 4 U 14K,Keyboard Cat,48,100,86.17915384362645,3579,464362.4913690635,90.67497293093194,190IQ
codygraves2027,https://www.nitrotype.com/racer/codygraves2027,codygraves2027,Nitro Rich,136,0,173.98267659700122,2385,445974.34184192395,100.0,CAM0
worksmarternotharder,https://www.nitrotype.com/racer/worksmarternotharder,Serendipity,Spring Vibin',106,0,92.72633106485188,3100,439578.12338625855,96.8818856335228,NTPD1
rebelles,https://www.nitrotype.com/racer/rebelles,goofykid 20k,Drift King,77,0,83.97890918860828,3331,438184.679111062,92.64595553948803,LXW
adc58227318d6f05fb9f5e694e9dd7cc,https://www.nitrotype.com/racer/adc58227318d6f05fb9f5e694e9dd7cc,W1ld-Turtle-YT ,I Have Fans!,293,0,80.61563431118432,3222,426371.3392341024,94.3149631568794,KEYNT
davidstar,https://www.nitrotype.com/racer/davidstar,David Star,League Champion,365,20,73.89506756238984,3124,424344.9130352316,99.18677266344915,NTPD1
