Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
xxcometopapa365,https://www.nitrotype.com/racer/xxcometopapa365,Back 2 the old days,"Peace, Love, Nitros",77,280,124.4248150215133,20610,3091580.2710344386,92.47374911906738,LXW
2021,https://www.nitrotype.com/racer/2021,Nocturnal,Turbo Tycoon,13,0,108.53528419203477,19595,2795057.464897848,92.46356453178555,ERC
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,InternetTyper YT,Nitro Rich,379,80,108.43516440822751,15852,2360174.0958646093,96.54417722705149,P1RE
mendyspira1,https://www.nitrotype.com/racer/mendyspira1,yo we up,Winter Besties,77,0,78.89957519422427,16498,2127935.6155654443,92.49309820966035,SPRME
adventx11,https://www.nitrotype.com/racer/adventx11,GIVENTGOLDIGIVE20MIL,Nitro Rich,241,320,122.83243074461132,11595,1846941.8938595494,98.68140381225773,ZTAGZ
greenbaline,https://www.nitrotype.com/racer/greenbaline,NincalebJoin4Officer,League Champion,260,0,134.75437495292374,9274,1546155.3316922614,99.60697817754436,CZBZ
barfbr01,https://www.nitrotype.com/racer/barfbr01,Lucky Doves,Lord of the Practice,77,160,87.07109393300539,11507,1528889.9558658581,92.5666711056528,NCT
apicomplexa,https://www.nitrotype.com/racer/apicomplexa,Apicomplexa,Unda da Sea,331,120,159.13545901990156,8463,1464699.3534767346,96.38198304601747,SPRME
weslanea,https://www.nitrotype.com/racer/weslanea,Fyeeee,Keyboard Smasher,378,0,93.84479291056502,10110,1416454.673552877,95.359402798553,SPRME
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 390k,Operation: Typing,166,20,95.03901203004087,10067,1405468.9540681166,94.63934779820406,P1RE
aksi13,https://www.nitrotype.com/racer/aksi13,Lavalogy,Nitro Rich,58,0,54.364511918212436,10911,1344683.2990532455,96.90114995221984,LLJ4R
night_mare45677,https://www.nitrotype.com/racer/night_mare45677,50k Nightmare_,League Champion,68,0,170.38954377417812,7230,1335484.3047825862,99.74055232201138,4CU
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,35,0,56.996291300149174,10276,1303522.985845156,98.71831587607987,N8TE
nbvzdxchhc,https://www.nitrotype.com/racer/nbvzdxchhc,starz,Continue?,362,180,113.58899297423888,8917,1300773.6726651262,93.03624140008169,SNTL
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.58559299057981,8985,1299315.503318586,91.35564481407789,SSH
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,I Have Fans!,107,0,102.0595847126091,9011,1261015.8466134765,92.6584282782535,TVX
gimmickfps,https://www.nitrotype.com/racer/gimmickfps,Governor,2icy4u,198,0,94.35766138614748,8611,1238386.8121679572,97.71413256388836,FASZ
fzelmore4,https://www.nitrotype.com/racer/fzelmore4,losingmymind,Not a Bot,218,320,72.76474212905335,9263,1227927.7966272181,97.1992536071562,P1RE
monster_77,https://www.nitrotype.com/racer/monster_77,3NightsAtTheMotel,"Peace, Love, Nitros",290,160,96.71122911576539,7981,1095012.4580233363,92.48211696782282,TVX
quwenley,https://www.nitrotype.com/racer/quwenley,YT quwenley,2icy4u,198,0,78.4710188184407,7895,1074137.0684378399,97.71417326310764,N8TE
gyguimbuiltdifferent,https://www.nitrotype.com/racer/gyguimbuiltdifferent,U Can Do It Lil Man,Nitro Rich,153,0,94.97877889870809,7506,1073180.3060558585,96.94007612803924,NTPD1
070716f8e5153f91fa44db65db76c844,https://www.nitrotype.com/racer/070716f8e5153f91fa44db65db76c844,Abadger,Nitro Rich,312,0,169.06872092136376,5973,1053513.5868430715,95.58073858868748,SPRME
d22665ef573af1a89eba6d2776707848,https://www.nitrotype.com/racer/d22665ef573af1a89eba6d2776707848,Not Megan,"Peace, Love, Nitros",33,320,53.040238933745,8810,1047171.2599926097,93.94684775684595,NTPD1
34vela,https://www.nitrotype.com/racer/34vela,Fyeeee,Crazy About Typing,77,0,118.63915355056061,6862,1041623.0359272872,95.27758008591167,SPRME
